ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl010119667;poids;;"-1400 / -1200  (Bronze récent II)";"AO 17221; RS 5.231";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 17 Administration";
cl010119676;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19089; RS 8.049";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Ouest";"non exposé";
cl010119683;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19106; RS 8.300";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010119689;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19274; RS 9.078";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 17 Administration";
cl010119692;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19277; RS 9.168";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Ouest";"non exposé";
cl010119696;poids;;"-1400 / -1200  (Bronze récent II)";"AO 19281; RS 9.106";"Département des Antiquités orientales";"Place of discovery : Ras Shamra ville basse Est";"non exposé";
cl010120040;pendentif;;"-1200 / -1150  (Bronze récent III)";"AO 15731; RS 4.92";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120073;vase;;"-1200 / -1150  (Bronze récent III)";"AO 11727";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 6 Techniques : matières vitreuses et animales";
cl010120076;boîte;;"-1700 / -1550  (Bronze moyen III)";"AO 14801; RS 3.416";"Département des Antiquités orientales";"Place of discovery : Ras Shamra tombe";"non exposé";
cl010120079;pendeloque;;"-1200 / -1150  (Bronze récent III)";"AO 14804; RS 3.16; RS 316";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120084;vase;;"-1200 / -1150  (Bronze récent III)";"AO 15724; RS 4.192";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120085;"Gobelet à visage féminin";;"-1200 / -1150  (Bronze récent III)";"AO 15725; RS 4.106";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120086;vase;;"-1200 / -1150  (Bronze récent III)";"AO 15726; RS 4.194";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120087;vase;;"-1400 / -1200  (Bronze récent II)";"AO 15727; RS 4.104";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120088;vase;;"-1200 / -1150  (Bronze récent III)";"AO 15728; RS 4.196";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010120092;vase;;"-1200 / -1150  (Bronze récent III)";"AO 15759; RS 4.139";"Département des Antiquités orientales";"Place of discovery : Minet el Beida dépôt 43 (?)";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 6 Techniques : matières vitreuses et animales";
cl010120093;perle;;"-1200 / -1150  (Bronze récent III)";"AO 15764";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI";"non exposé";
cl010120105;vase;;"-1200 / -1150  (Bronze récent III)";"AO 27583";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe VI (?)";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 6 Techniques : matières vitreuses et animales";
cl010125247;"couvercle de vase";;"-1550 / -1150  (Bronze récent)";"AO 14796; RS 3.96";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010136312;figurine;;"-1400 / -1200  (Bronze récent II)";"AO 11599";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 8 Ras Shamra-Ougarit : images divines en bronze et en orfèvrerie";
cl010136369;rondelle;;"-1550 / -1150  (Bronze récent)";"AO 11647 A; RS 1.[103a-b]";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"non exposé";
cl010136380;"bâtonnet à kohl";;"-1550 / -1150  (Bronze récent)";"AO 11656; RS 1.[109]";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"non exposé";
cl010136381;rondelle;;"-1550 / -1150  (Bronze récent)";"AO 11657; RS 1.[110]";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"non exposé";
cl010136388;"pointe de flèche";;;"AO 11665";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"non exposé";
cl010136392;bouton;;;"AO 11669";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"non exposé";
cl010136394;bague;;;"AO 11671";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"non exposé";
cl010136401;aiguille;;"-3300 / -1150  (Bronze)";"AO 11679";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"non exposé";
cl010136404;"pointe de flèche";;;"AO 11682";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010136405;"pointe de flèche";;;"AO 11683";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010136411;"pointe de flèche";;"-1550 / -1150  (Bronze récent)";"AO 11689";"Département des Antiquités orientales";"Place of discovery : Minet el Beida nécropole = Minet el Beida tombe";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 10 Métal";
cl010136415;spatule;;;"AO 11691";"Département des Antiquités orientales";"Place of discovery : Minet el Beida nécropole = Minet el Beida tombe";"non exposé";
cl010136416;"lame ; scie";;;"AO 11692";"Département des Antiquités orientales";"Place of discovery : Minet el Beida nécropole = Minet el Beida tombe";"non exposé";
cl010136417;hameçon;;;"AO 11693; RS 8197";"Département des Antiquités orientales";"Place of discovery : Minet el Beida nécropole = Minet el Beida tombe";"non exposé";
cl010136419;"anneau ; boucle d'oreille ; fibule";;;"AO 11695";"Département des Antiquités orientales";"Place of discovery : Minet el Beida nécropole = Minet el Beida tombe";"non exposé";
cl010136423;"rasoir ; racloir";;;"AO 11699";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010136430;"tige ; ciseau ; spatule";;;"AO 11704";"Département des Antiquités orientales";"Place of discovery : Minet el Beida nécropole = Minet el Beida tombe";"non exposé";
cl010136437;vase;;"-1400 / -1200  (Bronze récent II)";"AO 11710";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010136439;vase;;;"AO 11712";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010136441;vase;;;"AO 11714";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010136455;bandeau;;;"AO 11729";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010136458;"sceau cylindre";;"-1400 / -1200  (Bronze récent II)";"AO 11731; RS 1.[050]";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 18 Glyptique";
cl010136716;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 11995; RS 1.005";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010136734;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 12010; RS 1.048";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010136735;tablette;;"-1550 / -1150  (Bronze récent)";"AO 12011; RS 1.028; RS 1.028 + 1.035; RS 1.035; AO 12013";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010136740;"Tablette en langue hurrite";;"-1400 / -1200  (Bronze récent II)";"AO 12016; RS 1.007";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 17 Administration";
cl010136752;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 12028; RS 1.020";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010136760;tablette;;"-1400 / -1200  (Bronze récent II)";"AO 12035 A; RS 1.024 A+B";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010137789;"ciseau ; spatule";;;"AO 13095";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 6 Techniques : matières vitreuses et animales";
cl010137791;poinçon;;;"AO 13097";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137798;épingle;;;"AO 13101";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137802;"rasoir ; épingle";;;"AO 13105";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137804;"Symbole hittite";;"-1550 / -1150  (Bronze récent)";"AO 13107";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 14 Relations internationales";
cl010137811;"lame de poignard";;"-3300 / -1150  (Bronze)";"AO 13113; RS 8.143";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137821;hameçon;;;"AO 13122; RS 8197";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137830;aiguisoir;;;"AO 13134";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137863;vase;;"-1550 / -1100  (Mycénien)";"AO 13142";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 16 Céramique d'importation";
cl010137864;vase;;"-1550 / -1100  (Mycénien)";"AO 13143";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 16 Céramique d'importation";
cl010137876;vase;;;"AO 13154";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137879;"vie quotidienne";;;"AO 13157";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137884;"Sceau-cachet inscrit de type bouton";;"-1400 / -1200  (Bronze récent II)";"AO 13162; RS 2.[030]";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 14 Relations internationales";
cl010137890;"sceau cylindre";;"-1550 / -1150  (Bronze récent)";"AO 13168; RS 2.[043]";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137895;"sceau cylindre";;"-1550 / -1400  (Bronze récent I)";"AO 13172; RS 1.001";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137901;épingle;;;"AO 13178";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137904;"figurine ; pierre";;;"AO 13181";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137908;vase;;;"AO 13185";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010137911;vase;;"-1550 / -1150  (Bronze récent)";"AO 13188; RS 1.[095]";"Département des Antiquités orientales";"Place of discovery : Minet el Beida tombe III";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 13 Albâtre";
cl010139310;vase;;"-1550 / -1150  (Bronze récent)";"AO 14790; RS 3.137 a; RS 3.137 b";"Département des Antiquités orientales";"Place of discovery : Minet el Beida dépôt 213";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 13 Albâtre";
cl010139558;pendentif;;"-1400 / -1200  (Bronze récent)";"AO 14718; RS 3.180";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010139561;bandeau;;;"AO 14721";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010139563;"pendentif ; plaquette";;"-1400 / -1200  (Bronze récent II)";"AO 14723; RS 3.393";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010139569;"bague ; cachet";;"-1550 / -1150  (Bronze récent)";"AO 14730";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 18 Glyptique";
cl010139571;"bague ; cachet";;"-1550 / -1150  (Bronze récent)";"AO 14732";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010139589;"figurine ; pendentif";;"-1400 / -1200  (Bronze récent II)";"AO 14750; RS 3.403";"Département des Antiquités orientales";"Place of discovery : Ras Shamra acropole";"non exposé";
cl010139593;poignard;;"-3300 / -1150  (Bronze)";"AO 14754; RS 68";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010139596;"outil ; ustensile domestique";;;"AO 14757";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010139608;lance;;"-2100 / -1550  (Bronze moyen)";"AO 14769";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 10 Métal";
cl010139616;peigne;;"-1550 / -1150  (Bronze récent)";"AO 14777; RS 3.60";"Département des Antiquités orientales";"Place of discovery : Minet el Beida";"non exposé";
cl010139617;"boîte à fard";;"-1550 / -1150  (Bronze récent)";"AO 14778; RS 3.234";"Département des Antiquités orientales";"Place of creation : Égypte / Place of discovery : Minet el Beida dépôt 213";"Louvre-Lens, Galerie du Temps";
cl010139618;"boîte à fard";;"-1550 / -1150  (Bronze récent)";"AO 14779; RS 3.235";"Département des Antiquités orientales";"Place of creation : Égypte / Place of discovery : Minet el Beida";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
cl010139619;"boîte à fard";;"-1550 / -1150  (Bronze récent)";"AO 14780; RS 3.236";"Département des Antiquités orientales";"Place of discovery : Minet el Beida dépôt 213";"Sully, [AO] Salle 301 - Levant - Syrie côtière, Ougarit et Byblos, des origines à l'âge du fer, Vitrine 7 Ras-Shamra : les objets de luxe";
