isf_assigned_text_number	text_or_publication_number_note	text_descriptive_title	text_description	is_part_of_corpus1	category	location_of_original
ISF_TXT_06426	KTU 4.269, KTU2 4.269, KTU3 4.269, CTU 4.269, CAT 4.269	Record (deliveries of grain and wine)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01488	KTU 4.27; KTU2 4.27; CTU 4.27; CAT 4.27; RS 2.001; AO 17.289; CTA 68	list of cities with amounts	list of cities	Ugaritic Texts	Economic Texts	Louvre Museum, Paris, France
ISF_TXT_06427	KTU 4.270, KTU2 4.270, KTU3 4.270, CTU 4.270, CAT 4.270	Record (garments and textiles)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06428	KTU 4.271, KTU2 4.271, KTU3 4.271, CTU 4.271, CAT 4.271	Record (quantities of grain produced?/delivered? by royal farm)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06429	KTU 4.272, KTU2 4.272, KTU3 4.272, CTU 4.272, CAT 4.272	Record (quantities of fats and metals supplied by individuals)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06430	KTU 4.273, KTU2 4.273, KTU3 4.273, CTU 4.273, CAT 4.273	List (towns and persons with quantities)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06431	KTU 4.274, KTU2 4.274, KTU3 4.274, CTU 4.274, CAT 4.274	Record (deliveries of wine)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06432	KTU 4.275, KTU2 4.275, KTU3 4.275, CTU 4.275, CAT 4.275	Ritual?, religious?		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06433	KTU 4.276, KTU2 4.276, KTU3 4.276, CTU 4.276, CAT 4.276	Record (quantities of silver for various individuals)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06434	KTU 4.277, KTU2 4.277, KTU3 4.277, CTU 4.277, CAT 4.277	List (persons grouped by trade/profession)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06435	KTU 4.278, KTU2 4.278, KTU3 4.278, CTU 4.278, CAT 4.278	List (persons supplying[?] a particular sort of stone or frit)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06436	KTU 4.279, KTU2 4.279, KTU3 4.279, CTU 4.279, CAT 4.279	Record (quantities of wine consumed on consecutive days)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06437	KTU 4.280, KTU2 4.280, KTU3 4.280, CTU 4.280, CAT 4.280	Record (quantities of silver and copper paid to individuals, invested in a field purchase, and given to the gods)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06438	KTU 4.281, KTU2 4.281, KTU3 4.281, CTU 4.281, CAT 4.281	List (persons with quantities)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06439	KTU 4.282, KTU2 4.282, KTU3 4.282, CTU 4.282, CAT 4.282	Record (fields belonging to individuals)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06440	KTU 4.283 4.283 = 4.314, CTU 4.283 = 4.314, CAT 4.283	= 4.314, KTU2 = 4.314, KTU3 4.283 = 4.314 Record (numbers of jars [of oil(?)] owed by individuals)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06441	KTU 4.284, KTU2 4.284, KTU3 4.284, CTU 4.284, CAT 4.284	Record (garments, grain, oil, olives)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06442	KTU 4.285, KTU2 4.285, KTU3 4.285, CTU 4.285, CAT 4.285	List (persons with quantities of wine)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06443	KTU 4.286, KTU2 4.286, KTU3 4.286, CTU 4.286, CAT 4.286	List (persons grouped by trade/profession)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06444	KTU 4.287, KTU2 4.287, KTU3 4.287, CTU 4.287, CAT 4.287	Record (silver)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06445	KTU 4.288, KTU2 4.288, KTU3 4.288, CTU 4.288, CAT 4.288	Obv.: list (town prefects); rev.: record (quantities of copper)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06446	KTU 4.289, KTU2 4.289, KTU3 4.289, CTU 4.289, CAT 4.289	List (PNs)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01489	KTU 4.29; KTU2 4.29; CTU 4.29; CAT 4.29; RS 3.320; A 2729; CTA 77; M 3347	list of temple personnel with amounts	list of temple personnel	Ugaritic Texts	Economic Texts	Louvre Museum, Paris, France
ISF_TXT_06447	KTU 4.290, KTU2 4.290, KTU3 4.290, CTU 4.290, CAT 4.290	Record (equivalent silver values for quantities of oil)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06448	KTU 4.291, KTU2 4.291, KTU3 4.291, CTU 4.291, CAT 4.291	Record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06449	KTU 4.292, KTU2 4.292, KTU3 4.292, CTU 4.292, CAT 4.292	Record (vineyards)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06450	KTU 4.293, KTU2 4.293, KTU3 4.293, CTU 4.293, CAT 4.293	List (PNs)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06451	KTU 4.294, KTU2 4.294, KTU3 4.294, CTU 4.294, CAT 4.294	Record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06452	KTU 4.295, KTU2 4.295, KTU3 4.295, CTU 4.295, CAT 4.295	Census (by household)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06453	KTU 4.296, KTU2 4.296, KTU3 4.296, CTU 4.296, CAT 4.296	Record (geese, oxen)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06454	KTU 4.297, KTU2 4.297, KTU3 4.297, CTU 4.297, CAT 4.297	List (persons working on royal farms)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06455	KTU 4.298, KTU2 4.298, KTU3 4.298, CTU 4.298, CAT 4.298	List (persons without fields)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06456	KTU 4.299, KTU2 4.299, KTU3 4.299, CTU 4.299, CAT 4.299	List (persons with quantities)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01490	KTU 4.30; KTU2 4.30; CTU 4.30; CAT 4.30; RS 3.337; A 2722; CTA 149; M 3342; AO 17.304	fragmentary list	fragmentary list	Ugaritic Texts	Economic Texts	Louvre Museum, Paris, France
ISF_TXT_06457	KTU 4.300, KTU2 4.300, KTU3 4.300, CTU 4.300, CAT 4.300	List (persons owing quantities of metal)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06458	KTU 4.301, KTU2 4.301, KTU3 4.301, CTU 4.301, CAT 4.301	Record (workers)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06459	KTU 4.302, KTU2 4.302, KTU3 4.302, CTU 4.302, CAT 4.302	List (towns with numbers of draught animals)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06460	KTU 4.303, KTU2 4.303, KTU3 4.303, CTU 4.303, CAT 4.303	List (towns with amounts)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06461	KTU 4.304, KTU2 4.304, KTU3 4.304, CTU 4.304, CAT 4.304	Record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06462	KTU 4.305, KTU2 4.305, KTU3 4.305, CTU 4.305, CAT 4.305	Record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06463	KTU 4.306, KTU2 4.306, KTU3 4.306, CTU 4.306, CAT 4.306	Record (draught animals)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06464	KTU 4.307, KTU2 4.307, KTU3 4.307, CTU 4.307, CAT 4.307	List (persons, some of them working on royal farms)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06465	KTU 4.308, KTU2 4.308, KTU3 4.308, CTU 4.308, CAT 4.308	List (towns with numbers of teams of oxen)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06466	KTU 4.309, KTU2 4.309, KTU3 4.309, CTU 4.309, CAT 4.309	List (persons working land holdings)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01491	KTU 4.31; KTU2 4.31; CTU 4.31; CAT 4.31; RS 5.212; RS 5.197; AO 17.270; CTA 207	record of purchases with names and amounts	record of purchases	Ugaritic Texts	Economic Texts	Louvre Museum, Paris, France
ISF_TXT_06467	KTU 4.310, KTU2 4.310, KTU3 4.310, CTU 4.310, CAT 4.310	Record (quantities of copper owed by craftsmen and individuals)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06468	KTU 4.311, KTU2 4.311, KTU3 4.311, CTU 4.311, CAT 4.311	List (persons, some of them with their respective heirs)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06469	KTU 4.312, KTU2 4.312, KTU3 4.312, CTU 4.312, CAT 4.312	Record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06470	KTU 4.313, KTU2 4.313, KTU3 4.313, CTU 4.313, CAT 4.313	Record (quantities of oil owned by individuals)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06471	KTU 4.315, KTU2 4.315, KTU3 4.315, CTU 4.315, CAT 4.315	List (persons with their respective heirs)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06472	KTU 4.316, KTU2 4.316, KTU3 4.316, CTU 4.316, CAT 4.316	Record (transfer of land holdings)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06473	KTU 4.317, KTU2 4.317, KTU3 4.317, CTU 4.317, CAT 4.317	Obv.: list (persons with amounts); rev.: record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06474	KTU 4.318, KTU2 4.318, KTU3 4.318, CTU 4.318, CAT 4.318	Content uncertain		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06475	KTU 4.319, KTU2 4.319, KTU3 4.319, CTU 4.319, CAT 4.319	List (aliens)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01492	KTU 4.32; KTU2 4.32; CTU 4.32; CAT 4.32; RS 5.217; A 2721; CTA 193; M 3341; AO 17.303	fragmentary text		Ugaritic Texts	Economic Texts	Louvre Museum, Paris, France
ISF_TXT_06476	KTU 4.320, KTU2 4.320, KTU3 4.320, CTU 4.320, CAT 4.320	List (serfs engaged on field or domestic work)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06477	KTU 4.321, KTU2 4.321, KTU3 4.321, CTU 4.321, CAT 4.321	List (PNs)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06478	KTU 4.322, KTU2 4.322, KTU3 4.322, CTU 4.322, CAT 4.322	List (persons grouped by trade/profession)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06479	KTU 4.323, KTU2 4.323, KTU3 4.323, CTU 4.323, CAT 4.323	Record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06480	KTU 4.324, KTU2 4.324, KTU3 4.324, CTU 4.324, CAT 4.324	Content uncertain, PNs		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06481	KTU 4.325, KTU2 4.325, KTU3 4.325, CTU 4.325, CAT 4.325	Content uncertain		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06482	KTU 4.326, KTU2 4.326, KTU3 4.326, CTU 4.326, CAT 4.326	Record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06483	KTU 4.327, KTU2 4.327, KTU3 4.327, CTU 4.327, CAT 4.327	List (PNs)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06484	KTU 4.328, KTU2 4.328, KTU3 4.328, CTU 4.328, CAT 4.328	Record (quantities of flour)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06485	KTU 4.329, KTU2 4.329, KTU3 4.329, CTU 4.329, CAT 4.329	Content uncertain		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01493	KTU 4.33; KTU2 4.33; CTU 4.33; CAT 4.33; RS 5.248; A 2724; CTA 87; M 3387; AO 17.287	list of guards by gentilics	list of guards	Ugaritic Texts	Economic Texts	Louvre Museum, Paris, France
ISF_TXT_06486	KTU 4.330, KTU2 4.330, KTU3 4.330, CTU 4.330, CAT 4.330	Content uncertain		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06487	KTU 4.331, KTU2 4.331, KTU3 4.331, CTU 4.331, CAT 4.331	List (persons with numbers)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06488	KTU 4.332, KTU2 4.332, KTU3 4.332, CTU 4.332, CAT 4.332	List (PNs, some of them with trades or professions)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06489	KTU 4.333, KTU2 4.333, KTU3 4.333, CTU 4.333, CAT 4.333	Record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06490	KTU 4.334, KTU2 4.334, KTU3 4.334, CTU 4.334, CAT 4.334	List (PNs)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06491	KTU 4.335, KTU2 4.335, KTU3 4.335, CTU 4.335, CAT 4.335	List (persons grouped by place of residence)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06492	KTU 4.336, KTU2 4.336, KTU3 4.336, CTU 4.336, CAT 4.336	Record (purchase of transit licence)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06493	KTU 4.337, KTU2 4.337, KTU3 4.337, CTU 4.337, CAT 4.337	Record (misc. items: copper, textiles, garments, cattle, dyes)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06494	KTU 4.338, KTU2 4.338, KTU3 4.338, CTU 4.338, CAT 4.338	List (persons on duty at the royal palace)/ln. 10 ff.: record (price of ships and canvasses)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06495	KTU 4.339, KTU2 4.339, KTU3 4.339, CTU 4.339, CAT 4.339	List (persons returned to Ugarit/persons appointed to the service of the King)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01494	KTU 4.34; KTU2 4.34; CTU 4.34; CAT 4.34; RS 6.216; AO 19.993; CTA 134	fragmentary list		Ugaritic Texts	Economic Texts	Louvre Museum, Paris, France
ISF_TXT_06496	KTU 4.340, KTU2 4.340, KTU3 4.340, CTU 4.340, CAT 4.340	List (salt pans belonging to individuals, with amounts)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06497	KTU 4.341, KTU2 4.341, KTU3 4.341, CTU 4.341, CAT 4.341	Record (misc. items with equivalents in silver)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06498	KTU 4.342, KTU2 4.342, KTU3 4.342, CTU 4.342, CAT 4.342	List (persons with amounts)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06499	KTU 4.343, KTU2 4.343, KTU3 4.343, CTU 4.343, CAT 4.343	List (persons with trades/professions)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06500	KTU 4.344, KTU2 4.344, KTU3 4.344, CTU 4.344, CAT 4.344	List (salt pans belonging to individuals, with numbers)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06501	KTU 4.345, KTU2 4.345, KTU3 4.345, CTU 4.345, CAT 4.345	Record (quantities of grain by town)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06502	KTU 4.346, KTU2 4.346, KTU3 4.346, CTU 4.346, CAT 4.346	List (towns)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06503	KTU 4.347, KTU2 4.347, KTU3 4.347, CTU 4.347, CAT 4.347	Legal: list of persons acting as sureties for their personnel		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06504	KTU 4.348, KTU2 4.348, KTU3 4.348, CTU 4.348, CAT 4.348	List (towns owning large landed estates)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06505	KTU 4.349, KTU2 4.349, KTU3 4.349, CTU 4.349, CAT 4.349	Census(?)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_01495	KTU 4.35; KTU2 4.35; CTU 4.35; CAT 4.35; RS 8.201; RS 8.183; AO 19.962; CTA 85	list of names	list of names	Ugaritic Texts	Economic Texts	Louvre Museum, Paris, France
ISF_TXT_06506	KTU 4.350, KTU2 4.350, KTU3 4.350, CTU 4.350, CAT 4.350	List (persons with numbers)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06507	KTU 4.351, KTU2 4.351, KTU3 4.351, CTU 4.351, CAT 4.351	Content uncertain		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06508	KTU 4.352, KTU2 4.352, KTU3 4.352, CTU 4.352, CAT 4.352	Record (quantities of oil delivered to individuals and craftsmen)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06509	KTU 4.353, KTU2 4.353, KTU3 4.353, CTU 4.353, CAT 4.353	Record		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06510	KTU 4.354, KTU2 4.354, KTU3 4.354, CTU 4.354, CAT 4.354	List (PNs)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06511	KTU 4.355, KTU2 4.355, KTU3 4.355, CTU 4.355, CAT 4.355	Record (numbers of workers per town)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06512	KTU 4.356, KTU2 4.356, KTU3 4.356, CTU 4.356, CAT 4.356	Record (transfer of land holdings)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06513	KTU 4.357, KTU2 4.357, KTU3 4.357, CTU 4.357, CAT 4.357	Record (transfer of land holdings)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06514	KTU 4.358, KTU2 4.358, KTU3 4.358, CTU 4.358, CAT 4.358	Record (workers assigned to several places)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06515	KTU 4.359, KTU2 4.359, KTU3 4.359, CTU 4.359, CAT 4.359	List (persons with their personnel)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06260	KTU 4.36, CTA 76, KTU2 4.36, KTU3 4.36, CTU 4.36, CAT 4.36	List (trades and professions with statistical data)		Ugaritic Texts	Economic Texts	National Museum, Aleppo, Syria
ISF_TXT_06516	KTU 4.360, KTU2 4.360, KTU3 4.360, CTU 4.360, CAT 4.360	List (persons with dependants and personnel)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06517	KTU 4.361, KTU2 4.361, KTU3 4.361, CTU 4.361, CAT 4.361	Record (delivery of flour)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06518	KTU 4.362, KTU2 4.362, KTU3 4.362, CTU 4.362, CAT 4.362	Record (delivery of flour)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06519	KTU 4.363, KTU2 4.363, KTU3 4.363, CTU 4.363, CAT 4.363	Record (armour and equipment)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06520	KTU 4.364, KTU2 4.364, KTU3 4.364, CTU 4.364, CAT 4.364	List (PNs)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06521	KTU 4.365, KTU2 4.365, KTU3 4.365, CTU 4.365, CAT 4.365	List (towns with numbers)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06522	KTU 4.366, KTU2 4.366, KTU3 4.366, CTU 4.366, CAT 4.366	List (persons owning boats)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06523	KTU 4.367, KTU2 4.367, KTU3 4.367, CTU 4.367, CAT 4.367	List (royal personnel and teams of oxen assigned to a town)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
ISF_TXT_06524	KTU 4.368, KTU2 4.368, KTU3 4.368, CTU 4.368, CAT 4.368	List (persons with numbers of draught animals)		Ugaritic Texts	Economic Texts	National Archaeological Museum, Damascus, Syria
